	__file__     = main.py
	out_dir      = ./models/seresnet101_fold0_pseudo_512_512

	<additional comments>
	  ... xxx baseline  ... 

** dataset setting **
batch_size = 32
train_dataset : 
<process.data.WhaleDataset object at 0x7ffa3d1fcc18>
valid_dataset : 
<process.data.WhaleDataset object at 0x7ffaf5c34588>

** net setting **
<class 'torch.nn.parallel.data_parallel.DataParallel'>


change hard_ratio: 0.01
0.0002000 15100.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.050  0.024  1.000  (0.630)  |  3 hr 49 min
0.0002000 15200.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.027  0.044  0.875  (0.678)  |  3 hr 51 min
0.0002000 15300.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.050  0.156  0.917  (0.531)  |  3 hr 52 min
0.0002000 15400.0    7.0 | 0.724  0.451  0.025  (0.602)   | 0.957  0.068  0.917  (0.778)  |  3 hr 54 min
0.0002000 15500.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.032  0.095  1.000  (0.385)  |  3 hr 55 min
0.0002000 15600.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.068  0.043  1.000  (0.489)  |  3 hr 56 min
0.0002000 15700.0    7.0 | 0.724  0.451  0.025  (0.602)   | 0.975  0.075  0.917  (0.809)  |  3 hr 58 min
0.0002000 15800.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.055  0.045  0.875  (0.559)  |  3 hr 59 min
save max valid!!!!!! : 0.7199305555555554
change hard_ratio: 0.01
0.0002000 15900.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.983  0.011  0.719  (0.767)  |  4 hr 02 min
0.0002000 16000.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.929  0.020  0.938  (0.847)  |  4 hr 03 min
0.0002000 16100.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.984  0.035  0.938  (0.816)  |  4 hr 05 min
0.0002000 16200.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.937  0.018  0.938  (0.865)  |  4 hr 06 min
0.0002000 16300.0    8.0 | 0.670  0.607  0.021  (0.720)   | 1.018  0.042  0.938  (0.726)  |  4 hr 08 min
0.0002000 16400.0    8.0 | 0.670  0.607  0.021  (0.720)   | 1.002  0.107  1.000  (0.654)  |  4 hr 09 min
0.0002000 16500.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.986  0.055  0.938  (0.725)  |  4 hr 11 min
0.0002000 16600.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.954  0.071  0.938  (0.778)  |  4 hr 12 min
0.0002000 16700.0    8.0 | 0.670  0.607  0.021  (0.720)   | 1.005  0.049  0.875  (0.743)  |  4 hr 14 min
0.0002000 16800.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.945  0.100  0.938  (0.744)  |  4 hr 15 min
0.0002000 16900.0    8.0 | 0.670  0.607  0.021  (0.720)   | 1.078  0.166  1.000  (0.583)  |  4 hr 16 min
0.0002000 17000.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.976  0.063  1.000  (0.785)  |  4 hr 18 min
0.0002000 17100.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.954  0.109  1.000  (0.703)  |  4 hr 19 min
0.0002000 17200.0    8.0 | 0.670  0.607  0.021  (0.720)   | 1.036  0.119  1.000  (0.510)  |  4 hr 21 min
0.0002000 17300.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.997  0.355  1.000  (0.647)  |  4 hr 22 min
0.0002000 17400.0    8.0 | 0.670  0.607  0.021  (0.720)   | 1.033  0.072  1.000  (0.639)  |  4 hr 24 min
0.0002000 17500.0    8.0 | 0.670  0.607  0.021  (0.720)   | 1.051  0.074  0.938  (0.486)  |  4 hr 25 min
0.0002000 17600.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.951  0.138  1.000  (0.750)  |  4 hr 27 min
0.0002000 17700.0    8.0 | 0.670  0.607  0.021  (0.720)   | 1.024  0.156  0.938  (0.556)  |  4 hr 28 min
0.0002000 17800.0    8.0 | 0.670  0.607  0.021  (0.720)   | 0.943  0.048  0.938  (0.917)  |  4 hr 30 min
change hard_ratio: 0.007
0.0003000 17900.0    9.0 | 0.663  0.583  0.011  (0.698)   | 0.912  0.024  0.854  (0.897)  |  4 hr 32 min
0.0003000 18000.0    9.0 | 0.663  0.583  0.011  (0.698)   | 0.965  0.025  0.812  (0.861)  |  4 hr 34 min
0.0003000 18100.0    9.0 | 0.663  0.583  0.011  (0.698)   | 1.010  0.051  0.938  (0.705)  |  4 hr 35 min
0.0003000 18200.0    9.0 | 0.663  0.583  0.011  (0.698)   | 1.009  0.045  1.000  (0.819)  |  4 hr 37 min
0.0003000 18300.0    9.0 | 0.663  0.583  0.011  (0.698)   | 0.952  0.052  0.833  (0.809)  |  4 hr 38 min
0.0003000 18400.0    9.0 | 0.663  0.583  0.011  (0.698)   | 0.977  0.071  0.938  (0.731)  |  4 hr 39 min
0.0003000 18500.0    9.0 | 0.663  0.583  0.011  (0.698)   | 0.911  0.149  0.938  (0.642)  |  4 hr 41 min
0.0003000 18600.0    9.0 | 0.663  0.583  0.011  (0.698)   | 1.047  0.039  0.854  (0.642)  |  4 hr 42 min
0.0003000 18700.0    9.0 | 0.663  0.583  0.011  (0.698)   | 0.860  0.173  0.938  (0.793)  |  4 hr 44 min
0.0003000 18800.0    9.0 | 0.663  0.583  0.011  (0.698)   | 1.108  0.154  0.917  (0.500)  |  4 hr 45 min
0.0003000 18900.0    9.0 | 0.663  0.583  0.011  (0.698)   | 1.066  0.279  0.875  (0.350)  |  4 hr 47 min
0.0003000 19000.0    9.0 | 0.663  0.583  0.011  (0.698)   | 0.980  0.281  0.875  (0.639)  |  4 hr 48 min
0.0003000 19100.0    9.0 | 0.663  0.583  0.011  (0.698)   | 0.935  0.125  0.875  (0.621)  |  4 hr 50 min
0.0003000 19200.0    9.0 | 0.663  0.583  0.011  (0.698)   | 1.072  0.191  0.938  (0.356)  |  4 hr 51 min
0.0003000 19300.0    9.0 | 0.663  0.583  0.011  (0.698)   | 1.057  0.162  0.938  (0.521)  |  4 hr 52 min
0.0003000 19400.0    9.0 | 0.663  0.583  0.011  (0.698)   | 1.170  0.242  0.938  (0.258)  |  4 hr 54 min
0.0003000 19500.0    9.0 | 0.663  0.583  0.011  (0.698)   | 1.052  0.247  0.938  (0.566)  |  4 hr 55 min
