 start_time :2020-01-20 23:16:37 
 batch_size :5 
  start from26000, l_rate =0.0003 
freeze=True, batch_size=5, min_num_class=0 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030 95.60 k 72.44  | 1.331    52.695    82.480    0.6691    0.5000 | 1.396    46.900    0.539 | 1.444     45.000    0.485 | 21 hr 56 min 
0.00030 95.80 k 72.60  | 1.318    52.965    86.119    0.6837    0.5000 | 1.416    43.000    0.506 | 1.368     45.000    0.585 | 22 hr 00 min 
0.00030 96.00 k 72.75  | 1.312    53.639    90.296    0.7085    0.5000 | 1.413    45.900    0.521 | 1.375     35.000    0.492 | 22 hr 04 min 
0.00030 96.20 k 72.90  | 1.327    52.561    86.119    0.6798    0.5000 | 1.355    53.200    0.624 | 1.376     45.000    0.558 | 22 hr 08 min 
0.00030 96.40 k 73.05  | 1.331    51.887    83.827    0.6678    0.5000 | 1.373    51.100    0.588 | 1.437     40.000    0.450 | 22 hr 11 min 
0.00030 96.60 k 73.20  | 1.324    52.695    86.119    0.6806    0.5000 | 1.391    45.500    0.532 | 1.354     55.000    0.617 | 22 hr 15 min 
0.00030 96.80 k 73.35  | 1.328    51.887    87.466    0.6840    0.5000 | 1.409    43.500    0.519 | 1.416     40.000    0.429 | 22 hr 19 min 
0.00030 97.00 k 73.50  | 1.333    51.617    89.353    0.6899    0.5000 | 1.423    41.800    0.491 | 1.362     45.000    0.575 | 22 hr 22 min 
0.00030 97.20 k 73.66  | 1.327    55.256    87.736    0.7018    0.5000 | 1.334    54.600    0.636 | 1.271     70.000    0.764 | 22 hr 26 min 
0.00030 97.40 k 73.81  | 1.335    54.717    83.558    0.6785    0.5000 | 1.363    50.900    0.586 | 1.409     50.000    0.525 | 22 hr 30 min 
0.00030 97.60 k 73.96  | 1.324    56.334    85.445    0.6976    0.5000 | 1.384    46.200    0.548 | 1.487     40.000    0.442 | 22 hr 34 min 
0.00030 97.80 k 74.11  | 1.326    52.965    87.062    0.6877    0.5000 | 1.403    46.500    0.529 | 1.281     55.000    0.588 | 22 hr 38 min 
0.00030 98.00 k 74.26  | 1.328    53.908    87.601    0.6933    0.5000 | 1.423    42.800    0.499 | 1.521     35.000    0.375 | 22 hr 41 min 
0.00030 98.20 k 74.41  | 1.337    50.809    85.175    0.6646    0.5000 | 1.371    51.400    0.602 | 1.316     60.000    0.696 | 22 hr 45 min 
0.00030 98.40 k 74.57  | 1.331    54.043    84.097    0.6739    0.5000 | 1.356    52.700    0.600 | 1.317     50.000    0.642 | 22 hr 49 min 
0.00030 98.60 k 74.72  | 1.329    52.561    84.771    0.6757    0.5000 | 1.396    46.800    0.547 | 1.392     40.000    0.517 | 22 hr 53 min 
0.00030 98.80 k 74.87  | 1.324    54.178    87.736    0.6957    0.5000 | 1.414    43.800    0.508 | 1.417     40.000    0.467 | 22 hr 57 min 
0.00030 99.00 k 75.02  | 1.321    50.809    89.623    0.6913    0.5000 | 1.421    43.200    0.497 | 1.463     40.000    0.504 | 23 hr 01 min 
0.00030 99.20 k 75.17  | 1.328    54.852    85.714    0.6865    0.5000 | 1.336    54.400    0.628 | 1.451     35.000    0.450 | 23 hr 04 min 
0.00030 99.40 k 75.32  | 1.324    54.043    85.580    0.6896    0.5000 | 1.368    52.200    0.600 | 1.479     55.000    0.588 | 23 hr 08 min 
0.00030 99.60 k 75.47  | 1.333    53.504    85.310    0.6828    0.5000 | 1.401    47.400    0.545 | 1.458     25.000    0.368 | 23 hr 12 min 
0.00030 99.80 k 75.63  | 1.331    54.987    87.332    0.6986    0.5000 | 1.397    45.800    0.530 | 1.463     30.000    0.400 | 23 hr 16 min 
0.00030 100.00 k 75.78  | 1.340    51.213    86.253    0.6733    0.5000 | 1.430    44.400    0.505 | 1.418     55.000    0.575 | 23 hr 20 min 
0.00030 100.20 k 75.93  | 1.338    51.213    86.388    0.6714    0.5000 | 1.338    54.100    0.624 | 1.234     80.000    0.867 | 23 hr 24 min 
0.00030 100.40 k 76.08  | 1.337    52.965    85.714    0.6773    0.5000 | 1.370    50.400    0.584 | 1.346     50.000    0.577 | 23 hr 27 min 
0.00030 100.60 k 76.23  | 1.331    54.043    84.906    0.6833    0.5000 | 1.392    48.300    0.551 | 1.467     60.000    0.613 | 23 hr 31 min 
0.00030 100.80 k 76.38  | 1.315    53.908    88.140    0.6963    0.5000 | 1.419    43.800    0.511 | 1.369     45.000    0.525 | 23 hr 35 min 
0.00030 101.00 k 76.54  | 1.316    53.369    88.544    0.6970    0.5000 | 1.412    44.500    0.507 | 1.458     35.000    0.442 | 23 hr 39 min 
0.00030 101.20 k 76.69  | 1.327    51.213    88.410    0.6829    0.5000 | 1.349    55.000    0.638 | 1.463     50.000    0.622 | 23 hr 43 min 
0.00030 101.40 k 76.84  | 1.317    54.313    85.175    0.6856    0.5000 | 1.359    51.700    0.601 | 1.485     40.000    0.517 | 23 hr 46 min 
0.00030 101.60 k 76.99  | 1.319    54.717    84.097    0.6840    0.5000 | 1.392    47.900    0.549 | 1.482     30.000    0.392 | 23 hr 50 min 
0.00030 101.80 k 77.14  | 1.324    51.078    86.253    0.6756    0.5000 | 1.396    48.100    0.546 | 1.458     65.000    0.675 | 23 hr 54 min 
0.00030 102.00 k 77.29  | 1.327    52.022    87.736    0.6858    0.5000 | 1.412    44.500    0.508 | 1.426     45.000    0.525 | 23 hr 58 min 
0.00030 102.20 k 77.44  | 1.318    55.930    84.636    0.6845    0.5000 | 1.333    56.800    0.646 | 1.328     65.000    0.685 | 24 hr 01 min 
0.00030 102.40 k 77.60  | 1.323    53.369    85.040    0.6790    0.5000 | 1.365    50.700    0.582 | 1.314     65.000    0.688 | 24 hr 05 min 
0.00030 102.60 k 77.75  | 1.331    53.100    83.962    0.6684    0.5000 | 1.389    47.800    0.553 | 1.314     55.000    0.642 | 24 hr 09 min 
0.00030 102.80 k 77.90  | 1.324    53.100    85.445    0.6794    0.5000 | 1.408    43.800    0.521 | 1.464     40.000    0.467 | 24 hr 13 min 
0.00030 103.00 k 78.05  | 1.323    50.404    88.544    0.6835    0.5000 | 1.410    45.100    0.518 | 1.387     35.000    0.442 | 24 hr 16 min 
0.00030 103.20 k 78.20  | 1.328    50.135    88.679    0.6791    0.5000 | 1.344    54.800    0.643 | 1.247     70.000    0.760 | 24 hr 20 min 
0.00030 103.40 k 78.35  | 1.327    53.235    83.558    0.6678    0.5000 | 1.360    49.900    0.587 | 1.429     40.000    0.467 | 24 hr 24 min 
