 start_time :2020-01-05 00:50:28 
 batch_size :5 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030 34.80 k 28.27  | 2.970    34.501    34.906    0.3470    0.7000 | 0.167    98.500    0.991 | 0.145     100.000    1.000 | 14 hr 07 min 
0.00030 35.00 k 28.43  | 2.969    34.367    34.906    0.3464    0.8000 | 0.162    97.900    0.989 | 0.138     100.000    1.000 | 14 hr 12 min 
0.00030 35.20 k 28.60  | 2.976    34.501    34.906    0.3470    0.6000 | 0.177    98.100    0.989 | 0.204     95.000    0.975 | 14 hr 16 min 
0.00030 35.40 k 28.76  | 2.979    34.636    34.906    0.3477    0.7000 | 0.159    98.400    0.992 | 0.115     95.000    0.975 | 14 hr 21 min 
0.00030 35.60 k 28.92  | 2.980    34.501    34.906    0.3470    0.8000 | 0.161    97.500    0.987 | 0.242     95.000    0.975 | 14 hr 26 min 
0.00030 35.80 k 29.08  | 2.979    34.367    34.906    0.3464    0.7000 | 0.165    98.100    0.990 | 0.107     100.000    1.000 | 14 hr 31 min 
0.00030 36.00 k 29.25  | 2.970    34.501    34.906    0.3470    0.6000 | 0.166    98.200    0.990 | 0.151     100.000    1.000 | 14 hr 36 min 
0.00030 36.20 k 29.41  | 2.967    34.501    34.906    0.3470    0.5000 | 0.190    98.000    0.987 | 0.199     95.000    0.975 | 14 hr 41 min 
0.00030 36.40 k 29.57  | 2.976    34.501    34.906    0.3470    0.8000 | 0.176    97.100    0.984 | 0.145     95.000    0.967 | 14 hr 45 min 
0.00030 36.60 k 29.73  | 2.987    34.636    34.906    0.3474    0.5000 | 0.183    98.100    0.988 | 0.458     90.000    0.925 | 14 hr 50 min 
0.00030 36.80 k 29.90  | 2.979    34.501    34.906    0.3470    0.6000 | 0.182    97.200    0.984 | 0.175     100.000    1.000 | 14 hr 55 min 
0.00030 37.00 k 30.06  | 2.986    34.367    34.906    0.3464    0.9000 | 0.165    98.000    0.989 | 0.272     95.000    0.975 | 15 hr 00 min 
0.00030 37.20 k 30.22  | 2.991    34.501    34.906    0.3470    0.8000 | 0.173    97.500    0.986 | 0.181     100.000    1.000 | 15 hr 05 min 
0.00030 37.40 k 30.38  | 2.995    34.636    35.040    0.3480    0.8000 | 0.180    97.700    0.986 | 0.105     100.000    1.000 | 15 hr 10 min 
0.00030 37.60 k 30.55  | 2.993    34.501    34.906    0.3470    0.5000 | 0.152    98.500    0.991 | 0.131     95.000    0.975 | 15 hr 15 min 
0.00030 37.80 k 30.71  | 2.994    34.367    34.906    0.3464    0.6000 | 0.161    97.600    0.987 | 0.115     100.000    1.000 | 15 hr 20 min 
0.00030 38.00 k 30.87  | 2.997    34.501    34.906    0.3468    0.6000 | 0.152    98.300    0.991 | 0.092     100.000    1.000 | 15 hr 24 min 
0.00030 38.20 k 31.03  | 2.988    34.636    34.906    0.3477    0.6000 | 0.168    97.400    0.984 | 0.113     100.000    1.000 | 15 hr 29 min 
0.00030 38.40 k 31.20  | 2.997    34.636    34.906    0.3477    0.7000 | 0.167    98.000    0.988 | 0.138     100.000    1.000 | 15 hr 34 min 
0.00030 38.60 k 31.36  | 3.008    34.501    34.906    0.3470    0.7000 | 0.161    97.600    0.986 | 0.205     100.000    1.000 | 15 hr 39 min 
0.00030 38.80 k 31.52  | 3.007    34.501    35.040    0.3473    0.6000 | 0.188    97.500    0.984 | 0.084     100.000    1.000 | 15 hr 44 min 
0.00030 39.00 k 31.68  | 3.001    34.501    34.906    0.3470    0.6000 | 0.184    97.500    0.985 | 0.077     100.000    1.000 | 15 hr 49 min 
0.00030 39.20 k 31.85  | 3.006    34.636    34.906    0.3477    0.6000 | 0.163    97.900    0.987 | 0.203     95.000    0.967 | 15 hr 53 min 
0.00030 39.40 k 32.01  | 3.013    34.636    34.906    0.3477    0.7000 | 0.143    98.600    0.993 | 0.108     100.000    1.000 | 15 hr 58 min 
0.00030 39.60 k 32.17  | 3.016    34.636    35.040    0.3480    0.6000 | 0.145    98.700    0.992 | 0.099     100.000    1.000 | 16 hr 03 min 
0.00030 39.80 k 32.33  | 3.012    34.501    34.906    0.3470    0.6000 | 0.160    98.100    0.990 | 0.118     100.000    1.000 | 16 hr 08 min 
0.00030 40.00 k 32.50  | 3.013    34.501    34.906    0.3470    0.6000 | 0.191    96.800    0.983 | 0.190     100.000    1.000 | 16 hr 13 min 
